implementation,checkpoint,support_low,support_high,method,nDCG,nDCG_10,nDCG_100,Pearson,Spearman,source_file,win_size,comparison
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.7840404387433653,0.0500808842785747,0.1306742169020196,0.04403249271810361,0.061471997985781957,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-26-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.7842803279502767,0.06096341407549536,0.15149486961784162,0.038419811464807274,0.06142004439537167,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-26-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.7819086618918868,0.08100491774695481,0.10467919710021167,0.011111147086706418,0.010725247573546027,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-26-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.8260652711687076,0.014573140387064,0.039968106368862846,-0.16510961000874463,-0.05451991703191626,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-65-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.8262317343737157,0.020726039910705554,0.04185076114422506,-0.1955537152380486,-0.05448734625864792,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-65-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.8353249608423159,0.15248367424193676,0.15563896590386486,0.01058659657375363,0.010111517450678963,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-15-65-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.8113090426483208,0.028800768282928327,0.07372255462174088,-0.08390636882214515,-0.05792100594737896,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-12-15-34-50-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.8112757900581374,0.04381919618583951,0.06697000897089028,-0.09220627572169413,-0.05805692998092535,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-12-15-34-50-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.8156316470048688,0.11063757526300567,0.12056011278043681,0.001544637310744017,0.0018668919896106448,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-12-15-34-50-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.7732936949403458,0.07021627801907016,0.08719134563416563,0.05790185144814359,0.07043393468381492,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-14-34-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.7753056376040485,0.16481350453302743,0.10306321117544225,0.05312371011111137,0.07032048105248889,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-14-34-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.7701968772941549,0.051038815422749094,0.06453066223916337,0.0012038297483613896,-0.0003838406683874146,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-14-34-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.7706762184720819,0.0393479462218796,0.051290892168605294,0.031579990625669366,0.05328568919786508,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-15-20-54-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.7708286141442642,0.044033181051882406,0.052432542330612696,0.026546061642696024,0.05310511657999988,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-15-20-54-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.7727047521576909,0.05521665602534012,0.0808819616838773,0.006332278300111101,0.009236245208059286,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-1-5-15-20-54-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.7570157881535318,0.5576016440786135,0.3500302659987103,0.12736965041428724,0.08671036298261497,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-14-15-48-78.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.7573772883891655,0.5093890400831027,0.3521150089958037,0.12165579152850983,0.08663717266532227,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-14-15-48-78.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.7277699613180445,0.1709951326978978,0.09051843043567859,0.01651285663334739,0.016174667975495605,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-14-15-48-78.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.7672626150651018,0.0,0.03812966116904292,0.009759773006046945,0.008446718185956334,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-15-34-54-57-77.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.7672628341074286,0.0,0.038146263841056675,-0.0011911782758437144,0.008133510993177127,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-15-34-54-57-77.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.7720151820135283,0.05023100408855253,0.09942756423504331,0.010869958595129557,0.016552350432885356,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-15-34-54-57-77.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,delta,0.7356508612161501,0.1609412655726878,0.1407092808410345,0.05140009790587825,0.037391676671135236,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-5-15-34-55-88.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,tstat,0.7384642360857158,0.27578051492650263,0.15637319073742123,0.05056905731374955,0.037238587576295154,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-5-15-34-55-88.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.049,0.0525,random,0.7257197758599419,0.027725945687778156,0.0666039811715868,0.007137125306757046,0.007892279719156455,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0490-0.0525-target-5-15-34-55-88.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.8277062895219863,0.04919487644452933,0.08109439590454853,-0.03114820103985333,-0.04658473156558133,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-34-57-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.8272192968374481,0.024597438222264664,0.07691762973668521,-0.047321305689321407,-0.04701037292916871,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-34-57-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.8304278760439404,0.16865560973668514,0.1027468524259607,-0.0018223485214661696,0.001323663557099083,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-34-57-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.7699761214041536,0.11775802777923762,0.09279537308618663,0.04104296632796875,0.0323677902328109,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-5-13-15-20-26-54.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.7700114670891429,0.11826342167624343,0.09310821169314795,0.033412980172205814,0.032076838021972386,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-5-13-15-20-26-54.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.7682409123477937,0.06044356635869798,0.08971905707755684,-0.0011988374400474172,-0.006096597630054357,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-0-5-13-15-20-26-54.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.8334072210475741,0.0,0.11117821358441261,0.0045670607552819684,0.019616549220734844,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-15-20-26-34-57-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.8342802347117675,0.0,0.12147868441779824,-0.007753735435233892,0.01950390894076811,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-15-20-26-34-57-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.8365062527295123,0.16916707014597646,0.15020272475874671,-0.00264149072167277,0.0011288681916090883,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-15-20-26-34-57-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.7760813134355907,0.0,0.035753280031973915,0.006032773248911975,-0.010565025411967771,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-5-27-57-77-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.7761402079714133,0.0,0.036228402114223755,-0.004415188322767285,-0.010897847582616079,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-5-27-57-77-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.7766831661549889,0.06018128674024574,0.06860641705566033,-0.011439927514096065,-0.007603609793299464,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-1-5-27-57-77-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.7888871602925538,0.046191596550966336,0.18140655411681122,0.03857892842075063,0.020632732487572577,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-20-26-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.7869066691063243,0.023095798275483168,0.1806129739214664,0.026496165004648492,0.020394440552116515,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-20-26-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.7729633888448054,0.0,0.059593453365664385,0.005099497260124323,0.0025884015403859918,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-20-26-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.8103684250804448,0.0395864570896234,0.061709975714821765,-0.03440217796477719,-0.055859771446318464,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-26-34-50-77.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.809995143231337,0.0197932285448117,0.05715889297055183,-0.050141677943976344,-0.056247719980983206,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-26-34-50-77.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.8163237806126633,0.14962369411408594,0.14283111534068327,0.005648972348920036,0.006924239354407041,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-12-15-26-34-50-77.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.7594892670151998,0.15934338684733226,0.09750163696118029,0.04628325048085036,0.04840486332091187,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-13-26-54-59-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.7595605522825323,0.16177006673482008,0.0980881871155061,0.04053792818431211,0.048172350531038806,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-13-26-54-59-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.7534325574667919,0.02895522367479153,0.05248416415488043,-0.0028568121660041126,-0.010031416674302386,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-13-26-54-59-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.7619791367304569,0.0,0.05221471671035249,0.04465437790535754,0.05593730552765483,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-14-15-20-34-77-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.7627545936484484,0.060014846668404453,0.05872910759454109,0.03914641752610277,0.05586633452509268,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-14-15-20-34-77-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.7664495781352788,0.1394726063356402,0.08412307159732577,0.013921248544936168,0.008091811618913404,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-14-15-20-34-77-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.7935886555915005,0.026901536269135447,0.09823369732675333,0.007733982187389386,0.024956243659098064,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-27-50-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.7945904453717619,0.07258833233934614,0.10987730630645602,0.004435401903476661,0.02488572423971136,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-27-50-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.7925382277395592,0.0939477661517009,0.10524045478294185,0.010170203140808281,0.0064383184831989055,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-27-50-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,delta,0.7479758263156118,0.0,0.05024242846188483,0.041560992236775736,0.06015526422567248,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-5-14-20-48-57-77-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,tstat,0.7480025774492397,0.0,0.050451270872403496,0.03650960133244361,0.06007068844897549,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-5-14-20-48-57-77-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0525,0.0551,random,0.7529656052466407,0.18289912701329394,0.09777696048252608,0.00035053989858189853,-0.010130141883395982,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0525-0.0551-target-5-14-20-48-57-77-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.8066237555844302,0.20480102204972037,0.2932889955463915,0.020144487149391405,-0.001960843425967025,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-0-15-20-50-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.8045423677621717,0.20033685864130288,0.2633290358675488,-0.005029922586438558,-0.002090402143434749,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-0-15-20-50-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7915426996694124,0.11322042625300255,0.10066618861981252,-0.01890914572025379,-0.01593570045529676,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-0-15-20-50-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.7632039390868034,0.0,0.03638406453626625,0.029158872003681408,0.031630738630987476,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-13-57-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.763270818558576,0.0,0.03693265035644372,0.025011766969756485,0.03149853178574884,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-13-57-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7651657642860953,0.011041157200761143,0.07869108919608678,-0.0013747406498009454,0.003246468367457909,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-13-57-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.7592125495237069,0.11701863733539197,0.15593938803844748,0.05351206021096423,0.06930106359987476,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-15-20-55-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.7614064850531527,0.21791728399618773,0.16932687747468442,0.04570027709429222,0.06917231830651094,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-15-20-55-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7507441563494718,0.0985876662405112,0.08137311098818745,0.003560191105079929,0.00280888019948476,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-1-15-20-55-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.7949219729555446,0.03556400647171563,0.17888458801909476,0.08154703387646604,0.10862767284669415,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-14-15-20-26-34-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.7949663121306331,0.061350912736723086,0.17924441893575432,0.07811811784762702,0.10851635742503564,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-14-15-20-26-34-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7889533939569149,0.10078139389076021,0.1012691066278438,0.013534954942638502,0.004380077851222452,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-14-15-20-26-34-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.8091408285452615,0.05174673297529739,0.055756280184038984,-0.026741870488965338,-0.04352377693553984,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-20-26-34-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.8096942635421686,0.08768173002100223,0.06064047543737997,-0.036276065878041136,-0.04383990256344539,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-20-26-34-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.8136450952570158,0.13048375318402317,0.11502883866732148,-0.00795947596523412,-0.008183082037757387,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-20-26-34-87-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.8017595386478206,0.0241918693514592,0.10419403534315133,0.025105599291922007,0.05315729048573013,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-5-15-50-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.8025680468043362,0.047722540198175574,0.08441985229633661,0.02641338070685459,0.05318928457392114,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-5-15-50-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7894188160184615,0.05778876344864308,0.08180632998019362,-0.008309035677001267,-0.005912052982641957,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-2-5-15-50-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.7743734583351656,0.03798993831727707,0.11729652149063373,0.06290275484573513,0.09441357477834784,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-26-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.7742080059783667,0.04208147533589133,0.11591562617923841,0.06182075657575214,0.0943329082034484,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-26-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7727693610455648,0.0727554676068826,0.09215183044682985,0.00894172908380662,0.002247872383104407,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-26-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.7460449476193519,0.0,0.05562082371697788,0.041565408132675584,0.06018584941174256,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-57-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.7464172356581625,0.0,0.05847386451765019,0.03659697347894506,0.060107922840453985,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-57-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7460756275115985,0.04673686511342097,0.09906682202375429,-0.011025372639152646,0.0020017405483251072,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-57-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.745189839394449,0.0,0.05404189042661143,0.04266960637028042,0.06027245733765516,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-77-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.7462452206253667,0.06898650364034285,0.06216578000905421,0.038329578033951095,0.060207428555919804,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-77-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7487517521711655,0.08089104921587535,0.0871171523094876,0.012118970695819499,0.007461411109102367,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-14-48-77-87-89-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,delta,0.8050613759293037,0.10384146006175654,0.20438122919057705,0.045448097017652976,0.04155999277325452,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-15-26-78-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,tstat,0.8041942003315654,0.0844256614037488,0.1911439164030208,0.03560070076839613,0.04142511203467761,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-15-26-78-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0551,0.0581,random,0.7956841538518178,0.07897185288578532,0.08592567235000782,0.0009064277786529143,-0.0007520350462263284,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0551-0.0581-target-5-15-26-78-87-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,delta,0.8113804241870548,0.19983569260391218,0.2295016374656672,0.08840817122621762,0.10768733368253924,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-34-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,tstat,0.8117832823199768,0.15475746210860647,0.2526359193335651,0.08509877704832317,0.1076521163724514,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-34-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,random,0.797261406507766,0.08472896730551757,0.10159272802423437,0.0011687849905724407,0.003414688128658897,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-34-78-129.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,delta,0.805909224264798,0.24701641245736858,0.28641875481663087,0.015098464348756594,-0.011221026664941377,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-50-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,tstat,0.8040029958474859,0.2415866235470455,0.2602032360376085,-0.008233401577068374,-0.011352395551765947,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-50-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,random,0.7917219813479766,0.11804194617639911,0.12369934765929277,-0.01884767819383741,-0.018866478941084248,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-0-5-50-89.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,delta,0.7603690740116986,0.10656576316725444,0.1525509888297722,0.04489510763993203,0.05703736323611294,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-1-15-55-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,tstat,0.762348484046378,0.2061972483785474,0.16517457893179874,0.03901084300631899,0.05689579567159274,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-1-15-55-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,random,0.751331977422448,0.011175395889390127,0.07096135339399269,-0.0070830800875363465,-0.010759338558495297,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-1-15-55-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,delta,0.7722364404109158,0.16543059829298062,0.10718389054529541,0.04887795955801212,0.0494228755438731,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-13-26-59-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,tstat,0.7723365892970244,0.16866587333794297,0.10807079015161782,0.042371434089785956,0.04916537472347508,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-13-26-59-87.pkl,5,first_vs_last
adaptive,adult_model_adaptive_10,0.0581,0.0615,random,0.7711623335076084,0.15328410059212452,0.08958237803620761,2.2250396260379028e-05,0.003498438074315335,models-ckpt\sup-wise\adult_model_adaptive_10-noise-0.50-support-0.0581-0.0615-target-13-26-59-87.pkl,5,first_vs_last
